path,mean_L,mean_a,mean_b
lel_37meme.jpg,82.05697777777777,153.58342222222223,159.0838222222222
37meme.jpg,82.05697777777777,153.58342222222223,159.0838222222222
37meme.jpg,82.05697777777777,153.58342222222223,159.0838222222222
37meme.jpg,82.05697777777777,153.58342222222223,159.0838222222222
37meme.jpg,82.05697777777777,153.58342222222223,159.0838222222222
37meme.jpg,82.05697777777777,153.58342222222223,159.0838222222222
37meme.jpg,82.05697777777777,153.58342222222223,159.0838222222222
37meme.jpg,82.05697777777777,153.58342222222223,159.0838222222222
37meme.jpg,82.05697777777777,153.58342222222223,159.0838222222222
37meme.jpg,82.05697777777777,153.58342222222223,159.0838222222222
