path,mean_L,mean_a,mean_b
Q:\Meme_Repository\1413636768857.jpg,122.70460648994923,128.26171251148722,127.49486532061634
Q:\Meme_Repository\1413636916721.jpg,151.3237645021645,130.38224761904763,125.09309437229437
Q:\Meme_Repository\1413637076822.jpg,165.41473333333334,118.74686666666666,130.01946666666666
Q:\Meme_Repository\1413637410656.jpg,149.9309438131313,131.5227398989899,133.91547032828282
Q:\Meme_Repository\1413637504444.jpg,206.57828571428573,129.4442380952381,122.92938095238095
Q:\Meme_Repository\1413637526402.jpg,88.41057947474378,126.991993045388,132.1042839113592
Q:\Meme_Repository\1413637625458.jpg,94.80053912171289,129.3070445776408,128.65097025730626
Q:\Meme_Repository\1413637710069.jpg,184.15044926583388,119.84069847531386,149.68671926364235
Q:\Meme_Repository\1413637737712.jpg,112.93715999263743,131.56101087000982,131.9183509387271
Q:\Meme_Repository\1413931640292.jpg,78.19952951240376,131.40033326204733,133.2753867265469
Q:\Meme_Repository\1413932687579.jpg,129.1898561989895,137.94403420132141,142.12302481816667
Q:\Meme_Repository\1413951519536.jpg,195.87344260160648,129.28078991647138,142.90460934839652
Q:\Meme_Repository\1414215023974.jpg,47.30413816651797,126.9385586359581,128.3879427390249
Q:\Meme_Repository\1414373413088.png,70.42205179461551,130.5686611822294,131.55693627545202
Q:\Meme_Repository\1414620046463.jpg,190.26453695836872,128.3240484282073,155.1481096006797
Q:\Meme_Repository\1414950635484.png,202.94139866504855,125.3884425566343,123.91852750809062
Q:\Meme_Repository\1414951139461.jpg,176.9489854111406,125.67932139699381,125.24620247568524
Q:\Meme_Repository\1414951271398.jpg,97.37635694108151,130.75798274818402,128.7859185835351
Q:\Meme_Repository\1414951461684.jpg,118.46883130321665,134.23862494087038,141.92744427034057
Q:\Meme_Repository\1414951684195.jpg,125.88826315789474,131.09458040935672,129.9103808479532
Q:\Meme_Repository\1414952268493.jpg,232.28261111111112,129.3386138888889,128.29324722222222
Q:\Meme_Repository\1416183397473.jpg,223.64152012787542,129.43939506909604,120.96389081395829
Q:\Meme_Repository\1416183699963.jpg,162.38155802861687,145.04729453718426,103.0520612524289
