path,mean_L,mean_a,mean_b
Q:\Meme_Repository\1418175450657.jpg,95.07476855826465,129.27396441449176,119.69489003834707
Q:\Meme_Repository\1418176109671.jpg,156.67073867558238,116.14616015962036,113.75484501725626
Q:\Meme_Repository\1418176313714.jpg,135.68315940602182,128.530221237728,130.0238679683868
Q:\Meme_Repository\1418176433262.jpg,114.24661298343564,132.4825315596567,132.20603737789727
Q:\Meme_Repository\1418176710428.jpg,165.91070861816405,130.9288589477539,137.07258071899415
Q:\Meme_Repository\1418176729671.jpg,93.73800566893424,125.63017743764172,146.80404988662133
Q:\Meme_Repository\1418177223464.jpg,155.84037369791668,128.0,128.0
Q:\Meme_Repository\1418177227307.jpg,70.7126426716141,127.53792752009895,139.44947186147186
Q:\Meme_Repository\1418305037916.jpg,203.19761228125043,124.31547530016454,121.01573909141591
Q:\Meme_Repository\1418305268412.jpg,124.68705263157895,135.24346842105263,139.99327368421052
Q:\Meme_Repository\1418305307988.jpg,215.96628333333334,125.0492111111111,165.40705833333334
Q:\Meme_Repository\1418305320776.jpg,144.95155092592591,131.06809606481482,126.17440972222222
Q:\Meme_Repository\1418365871740.jpg,186.98974485567442,138.01721567737152,130.1783035692306
Q:\Meme_Repository\1418493521624.jpg,118.1025123260818,134.28617837011907,132.22220072537425
Q:\Meme_Repository\1418495190651.jpg,158.5063458262351,124.37033219761499,135.17517319704714
Q:\Meme_Repository\1418562115098.jpg,96.26354914933837,134.6906190926276,112.30551984877127
Q:\Meme_Repository\1418562144911.png,228.35741629037045,129.1231406540523,132.48518382525273
Q:\Meme_Repository\1418562812248.jpg,153.67488164856587,132.33151211361738,141.56184349763296
Q:\Meme_Repository\1418562914442.jpg,180.9187588778409,134.33991832386363,125.15103870738636
Q:\Meme_Repository\1418607389295.jpg,110.88376302083333,129.288828125,151.35376302083333
Q:\Meme_Repository\1418607875917.jpg,122.24929476653615,135.1990231990232,147.96544706889534
Q:\Meme_Repository\1418647030854.jpg,116.0635574074074,129.5818759259259,126.25270925925926
Q:\Meme_Repository\1418647672430.jpg,152.3666791044776,126.84426616915422,155.4997699004975
Q:\Meme_Repository\1418823863978.jpg,74.8328384521426,138.2773878332263,145.05555009885032
Q:\Meme_Repository\1419024500783.jpg,176.79129253308128,132.66334278512917,146.90413516068054
Q:\Meme_Repository\1419743216027.png,123.01384074074075,141.93342962962964,139.20822222222222
Q:\Meme_Repository\1420094664438.png,113.84456905347317,128.27863916905014,138.34401291250606
Q:\Meme_Repository\1420094665661.jpg,46.536674285714284,127.29868571428571,125.31542857142857
Q:\Meme_Repository\1420094719892.jpg,30.004333333333335,142.359787654321,101.97847777777778
Q:\Meme_Repository\1420094758615.jpg,108.17451354472757,131.46305717585486,131.21839319912868
Q:\Meme_Repository\1420094775948.png,129.0847431793934,126.9129420057918,131.35129616928313
Q:\Meme_Repository\1420094776628.jpg,125.40371381110583,134.29928017718714,145.11360939724727
Q:\Meme_Repository\1420094830333.jpg,160.02297283950617,134.63316543209876,135.61236543209876
Q:\Meme_Repository\1420094966976.jpg,71.03428819444444,139.13451967592593,131.03259837962963
Q:\Meme_Repository\1420094982435.jpg,136.36873456790124,131.7989197530864,139.03864197530865
Q:\Meme_Repository\1420251607647.png,89.50969812385385,131.6046389778933,125.22725013266698
Q:\Meme_Repository\1420348101214.jpg,153.32606837606838,130.16216117216118,133.68379731379733
Q:\Meme_Repository\1420349213949.png,123.21808059670772,134.40246406570841,127.90377009894488
Q:\Meme_Repository\1420349494323.jpg,166.11262310119247,129.64359369802534,130.41016258933342
Q:\Meme_Repository\1420349647952.jpg,111.63678321678321,140.68398601398601,157.03727272727272
Q:\Meme_Repository\1420351134495.jpg,86.7699890625,138.500059375,146.0273375
Q:\Meme_Repository\1420750574837.jpg,131.25536385680036,124.11299858326068,145.75829609851786
Q:\Meme_Repository\1421129353315.jpg,173.35893084622384,137.63734000606613,161.34712617531088
Q:\Meme_Repository\1421154725096.png,83.6224945686901,128.0,128.0
Q:\Meme_Repository\1421155409603.jpg,95.83130192169034,133.37565911157088,132.39930562086585
Q:\Meme_Repository\1421283638825.png,208.89186575,135.4946305,137.1100625
Q:\Meme_Repository\1421283656857.jpg,64.20488932291667,128.08656076388888,128.0456931423611
Q:\Meme_Repository\1421327740191.jpg,128.70598024853757,128.50456914506663,133.37211874794463
Q:\Meme_Repository\1421327740191steameddition.jpg,128.0526654875189,128.4672026186684,132.893616595571
Q:\Meme_Repository\1421442112907.jpg,147.5171263903704,130.70171896689226,131.2034877530891
Q:\Meme_Repository\1421472554967.jpg,137.28140134974197,133.75960698689957,119.80950774116712
Q:\Meme_Repository\1421556229865.jpg,202.51226794554455,125.14403877887788,144.49384282178218
Q:\Meme_Repository\1421556546645.png,196.72563430608417,124.57062188033174,144.77109689546702
Q:\Meme_Repository\1421560697959.png,161.47870314964914,124.37379535440353,135.739676875374
Q:\Meme_Repository\1421560759282.jpg,84.90854253231764,129.41072397276085,130.01772131809787
Q:\Meme_Repository\1421560985989.png,188.74799375,130.0824775,132.194075
Q:\Meme_Repository\1421561020394.png,191.498051188042,144.09928294437003,182.20680321511668
Q:\Meme_Repository\1421561515071.jpg,133.54741011235956,128.903765917603,132.6146254681648
Q:\Meme_Repository\1421561528599.png,170.56484916281755,128.62524538106234,131.13657982101617
Q:\Meme_Repository\1421561560065.jpg,109.33718067097568,139.10458192264286,150.47800964399303
Q:\Meme_Repository\1421561566750.png,154.72445542046606,127.26470364741641,135.55383485309017
Q:\Meme_Repository\1421561609211.jpg,103.335576171875,128.6536328125,124.9454736328125
Q:\Meme_Repository\1421561641585.jpg,182.96293271948656,122.1855297692286,131.93819287154417
Q:\Meme_Repository\1421561687825.jpg,111.42690873723456,128.78648079105204,118.49751985735128
Q:\Meme_Repository\1421561795062.png,153.81794979079498,133.62878847047884,137.27469920966993
Q:\Meme_Repository\1421561821790.png,111.001353238265,131.1577035056447,135.6298083778966
Q:\Meme_Repository\1421561832361.png,113.23209381103516,131.10269165039062,156.48114395141602
Q:\Meme_Repository\1421561918574.jpg,79.15277575757575,143.48453872053872,125.76670168350168
Q:\Meme_Repository\1421562049982.png,191.07552408346334,118.6350648400936,158.4523181552262
Q:\Meme_Repository\1421562096518.png,162.41407407407408,132.4230784030784,131.42571669071668
Q:\Meme_Repository\1421562373790.jpg,112.55438125,130.654625,135.7824125
Q:\Meme_Repository\1421562427160.jpg,122.82454721549637,132.21814043583535,134.73041646489105
Q:\Meme_Repository\1421562610533.jpg,163.4530948275862,119.80400431034482,147.06781896551723
Q:\Meme_Repository\1421562651919.jpg,104.04276122858465,125.85411020219169,132.57967741935485
Q:\Meme_Repository\1421562840281.jpg,164.6658148765564,133.35965633392334,124.79790329933167
Q:\Meme_Repository\1421563069807.jpg,200.47450535802656,124.08694183257832,150.79167459743425
Q:\Meme_Repository\1421732444669.jpg,84.76694335782209,131.5897974111885,138.079095506154
Q:\Meme_Repository\1421803986250.jpg,235.00331450142446,128.6878661401495,136.50271671250457
Q:\Meme_Repository\1421804934508.jpg,142.11497474747475,129.396148989899,130.30533775252525
Q:\Meme_Repository\1421894722507.png,47.77033564814815,131.09576195987654,130.70597800925927
Q:\Meme_Repository\1421895583667.jpg,239.0752875,123.2917,158.65208125
Q:\Meme_Repository\1422181418803.jpg,214.0384042391213,131.06456377583166,119.71590956821237
Q:\Meme_Repository\1422250498348.jpg,116.61751372087814,130.16040686603944,132.53424619175627
Q:\Meme_Repository\1422326909673.png,232.3488835157332,127.74202693499596,134.47461359912856
Q:\Meme_Repository\1422326951668.png,215.91772518574015,132.9072290043347,133.13523976848768
Q:\Meme_Repository\1422330835913.jpg,79.7589782343172,135.80953489802553,140.7941794153054
Q:\Meme_Repository\1422330971470.jpg,147.32199797453703,132.5311082175926,137.23823640046297
Q:\Meme_Repository\1422331026802.jpg,148.2867535153019,128.62765095119934,130.571782464847
Q:\Meme_Repository\1422331156595.jpg,244.10810585873543,126.35069114108232,134.6281907787588
Q:\Meme_Repository\1422331434113.png,238.275234486559,128.17733155470674,135.11595209057342
Q:\Meme_Repository\1422331660505.png,83.58350480109739,135.58930444605826,139.93278060195271
Q:\Meme_Repository\1422563469680.jpg,43.93638486484916,134.64274456255288,136.81930498004422
Q:\Meme_Repository\1423453798269.jpg,160.91893209876542,138.59353086419753,119.04328189300412
Q:\Meme_Repository\1423455062411.jpg,71.92215805243445,128.08085692883895,134.70639288389512
Q:\Meme_Repository\1423455170514.jpg,132.35170556151644,123.75780579399142,128.89010863733907
Q:\Meme_Repository\1423534007754.jpg,127.87113736309081,137.53838408847074,153.31086431106237
Q:\Meme_Repository\1423745787677.png,193.52465900359823,123.70443682025768,152.3307696794038
Q:\Meme_Repository\1423834138543.jpg,129.04938628158845,141.19780986762936,120.54676293622143
Q:\Meme_Repository\1424134969816.jpg,141.0121207524272,128.48901699029128,126.67022400889968
Q:\Meme_Repository\1424135207177.jpg,226.00859293193716,128.2081969895288,132.65557918848168
Q:\Meme_Repository\1424135544678.jpg,200.01598654916123,128.49894362936962,132.19908798599363
Q:\Meme_Repository\1424135546222.png,232.88306786003236,128.85486953883495,127.37187752831716
Q:\Meme_Repository\1424137542046.jpg,178.78828863213167,127.123150943178,133.1866104576524
Q:\Meme_Repository\1424138021497.png,149.2264019552752,130.57220500178246,145.02277629742417
Q:\Meme_Repository\1424138285899.jpg,197.0849367364747,130.05841513961605,129.59729675683536
Q:\Meme_Repository\1424221155251.jpg,76.08590104849279,134.40721821756225,143.2360615989515
Q:\Meme_Repository\1424223210857.jpg,101.7464299975281,127.65021264728439,134.29612798134028
Q:\Meme_Repository\1424223374194.jpg,193.33268671438967,123.75232973001758,152.0310605311404
Q:\Meme_Repository\1424240344251.jpg,182.19600520252695,126.69567539947975,124.6442121887774
Q:\Meme_Repository\1424241445282.jpg,94.89177017956764,142.12390712168758,134.72251242154812
Q:\Meme_Repository\1424242149494.jpg,214.96955799508882,125.85383263517743,129.60286966151475
Q:\Meme_Repository\1424491069189.jpg,149.91803354297693,128.11888050314465,134.59097693920336
Q:\Meme_Repository\1424491220590.jpg,119.92270066647349,131.9768501883512,153.106096783541
Q:\Meme_Repository\1424491335561.jpg,33.568143631436314,138.10432249322494,135.34432926829268
Q:\Meme_Repository\1424495015172.png,218.44149656498948,130.14582201439526,120.73400370504321
Q:\Meme_Repository\1424496421764.png,72.07698559813743,131.66105938769144,131.59259744788403
Q:\Meme_Repository\1424726326679.jpg,126.5575052,133.146824,157.7229376
Q:\Meme_Repository\1424726373549.jpg,127.59531550068587,134.7194924554184,130.00975994513033
Q:\Meme_Repository\1424726437218.jpg,148.6805771644824,130.68447589008872,131.4355848486553
Q:\Meme_Repository\1424726554085.jpg,221.41075955010382,129.7742357824325,119.7620257702225
Q:\Meme_Repository\1424726619871.jpg,155.472655131509,129.86697299827745,129.5732824901639
Q:\Meme_Repository\1424726621846.jpg,148.64322026753598,131.33003245840828,128.8788001629946
Q:\Meme_Repository\1424726968143.jpg,221.9364201606691,130.37110157367667,137.3872785297678
Q:\Meme_Repository\1424732183465.jpg,50.64744031221304,138.18487144168964,130.7993686868687
Q:\Meme_Repository\1424732220355.jpg,146.99292858114205,128.51793198086267,127.2835366984386
Q:\Meme_Repository\1424732351676.jpg,154.8379359613988,137.28022158199235,145.11855866301266
Q:\Meme_Repository\1424732486192.png,205.76659445279572,130.5987893123471,138.19829339464144
Q:\Meme_Repository\1424732680172.jpg,159.21624790619765,129.30350083752094,132.2663015075377
Q:\Meme_Repository\1424732797354.png,139.76197880965074,144.73406704071357,135.03085886922744
Q:\Meme_Repository\1424734263433.jpg,142.03874097222223,132.27821666666668,122.03010555555555
Q:\Meme_Repository\1424738890799.jpg,176.40612222222222,136.4869925925926,134.24529814814815
Q:\Meme_Repository\1424746473159.jpg,161.20974822945882,133.8751689342622,151.43130190169745
Q:\Meme_Repository\1424754428448.jpg,173.65244963369963,128.0,128.0
Q:\Meme_Repository\1425141248192.jpg,209.77629292929294,128.32557474747475,127.93671515151514
Q:\Meme_Repository\1425141309155.jpg,120.32745271381579,128.21123149671052,117.62925575657894
Q:\Meme_Repository\1425141335137.jpg,189.70358732652528,139.72531094527363,123.94597735009165
Q:\Meme_Repository\1425244145777.jpg,186.7209156448683,131.5587023160763,134.29113022252497
Q:\Meme_Repository\1425246107845.jpg,188.5560882100169,127.82918909199515,128.07987785180083
Q:\Meme_Repository\1425246306794.jpg,136.55015074655435,130.02880216309342,129.4264620022971
Q:\Meme_Repository\1425247098191.png,133.19721935261708,138.45820850550965,149.86909435261708
Q:\Meme_Repository\1425445647527.jpg,98.6333605448405,134.40084966023764,135.74315770467123
Q:\Meme_Repository\1425448729987.png,72.00320457596577,128.78180705419513,128.91995559719442
Q:\Meme_Repository\1425521563277.jpg,37.97283746556474,134.08980716253444,126.25160405709993
Q:\Meme_Repository\1425611244421.jpg,164.19354761904762,133.8080396825397,132.72504761904761
Q:\Meme_Repository\1425970774262.png,151.55657877604168,126.3781618923611,129.46777018229167
Q:\Meme_Repository\1425993953689.jpg,42.493933208918165,126.94256514209812,130.76245039600437
Q:\Meme_Repository\1426015267736.jpg,136.8451014925373,133.7082,139.66544477611941
Q:\Meme_Repository\1426015637254.jpg,69.67308136035312,141.1902889245586,141.22637690609952
Q:\Meme_Repository\1426030002055.png,220.23504159032547,130.99911069205302,136.57954306000508
Q:\Meme_Repository\1426030292899.jpg,124.23332291666667,128.16036666666668,123.74405416666667
Q:\Meme_Repository\1426030955511.jpg,216.8602225179227,130.73189514169422,122.35867207944398
Q:\Meme_Repository\1426031970648.jpg,72.13302131558642,132.48958670910494,122.03138454861111
Q:\Meme_Repository\1426032195249.jpg,135.4583850646066,127.89120108520716,144.63304976931684
Q:\Meme_Repository\1426032381061.jpg,81.63829991319444,154.7015698784722,160.13177994791667
Q:\Meme_Repository\1426032598852.jpg,75.03905574845679,126.24134355709876,128.50640046296297
Q:\Meme_Repository\1426033105310.png,215.40446807484568,115.56022231867284,129.55359953703703
Q:\Meme_Repository\1426033121089.jpg,174.47875530478396,128.98911844135802,126.70697048611112
Q:\Meme_Repository\1426033235372.jpg,106.99521614583334,150.10437803819445,113.87828602430555
Q:\Meme_Repository\1426033467495.jpg,30.59315297067901,132.895652970679,114.64040027006173
Q:\Meme_Repository\1426033581066.jpg,44.6197564,134.60229,125.8431728
Q:\Meme_Repository\1426033592582.jpg,42.89236621315193,128.50630328798186,118.97454138321996
Q:\Meme_Repository\1426033619496.jpg,99.4744682999446,127.00233192162112,128.15546759601182
Q:\Meme_Repository\1426033627343.jpg,78.90147777777777,128.47425555555554,129.488675
Q:\Meme_Repository\1426033662558.jpg,114.88035112847223,141.38021527777778,147.4165720486111
Q:\Meme_Repository\1426033683342.jpg,116.59456548996914,136.14144579475308,138.1861993634259
Q:\Meme_Repository\1426033693948.jpg,119.79773582175926,192.9900525655864,182.86987750771604
Q:\Meme_Repository\1426033752804.jpg,49.11217339409722,129.08270833333333,125.58628797743056
Q:\Meme_Repository\1426033807108.jpg,102.53423080632716,146.8180073302469,116.94529658564815
Q:\Meme_Repository\1426033860175.jpg,55.951143904320986,156.64800491898148,124.60445408950618
Q:\Meme_Repository\1426033872403.jpg,64.01931182484567,128.72779899691358,128.5741333912037
Q:\Meme_Repository\1426033971985.jpg,79.97843823242188,132.46185522460937,140.12440112304688
Q:\Meme_Repository\1426033978528.png,6.979835551697531,129.1568504050926,125.81647907021605
Q:\Meme_Repository\1426033983393.jpg,130.7296228298611,135.10584678819444,123.5106484375
Q:\Meme_Repository\1426033998301.jpg,56.887533275462964,135.02251639660494,136.9226630015432
Q:\Meme_Repository\1426034008230.jpg,78.43619270833334,130.29838020833333,133.98560850694443
Q:\Meme_Repository\1426034064645.jpg,106.47245062280547,128.09803437876482,128.35384447155423
Q:\Meme_Repository\1426034086637.jpg,70.76352135416667,127.30643177083333,126.18314375
Q:\Meme_Repository\1426034114348.png,158.4264471246324,141.39420240518618,124.54901381119146
Q:\Meme_Repository\1426034139838.jpg,194.36741156684027,130.0677476671007,128.55037136501736
Q:\Meme_Repository\1426034221883.jpg,169.90134307484567,113.93506510416667,113.65302276234569
Q:\Meme_Repository\1426034231921.jpg,95.40806983568075,120.50212147887324,133.52263321596243
Q:\Meme_Repository\1426034240039.jpg,103.43747013888888,129.3050875,126.72536180555555
Q:\Meme_Repository\1426034248883.jpg,148.10092505151098,116.93863002232143,143.27318423763737
Q:\Meme_Repository\1426106713817.jpg,89.10658251405916,130.8164380790549,130.32173402921066
Q:\Meme_Repository\1426106917932.jpg,133.24311129277316,129.22002989166336,124.87539841788876
Q:\Meme_Repository\1426148550169.jpg,58.27465453166477,127.95870458854759,127.6991763367463
Q:\Meme_Repository\1426176265476.jpg,193.14729450369154,144.49877932731746,141.64535849056603
Q:\Meme_Repository\1426178608.png,83.24478672379188,155.52826001010658,163.121034283661
Q:\Meme_Repository\1426178608058.png,204.0078504501675,130.30590975711894,131.53497435092126
Q:\Meme_Repository\1426259916391.jpg,106.50121933333334,126.22712133333333,123.940296
Q:\Meme_Repository\1426309703875.jpg,103.35262,122.831932,135.941912
Q:\Meme_Repository\1426985826035.jpg,161.54736813186813,131.63468681318682,134.00735164835166
Q:\Meme_Repository\1426986623127.jpg,131.35772651955185,130.21294064161847,132.9848418685059
Q:\Meme_Repository\1427056076761.jpg,162.42469258589512,128.68666666666667,127.27469559975889
Q:\Meme_Repository\1427056204331.jpg,165.7772680264292,126.18148807813847,133.79520252800918
Q:\Meme_Repository\1427056611470.png,46.485050604034626,124.51659843946746,130.91703151095587
Q:\Meme_Repository\1427056698575.jpg,115.73448998822144,135.4713144876325,141.52382803297996
Q:\Meme_Repository\1427153116246.png,128.17943359375,132.05318359375,139.69791015625
Q:\Meme_Repository\1427774532387.jpg,160.61355794270833,131.1846636284722,129.28790147569444
Q:\Meme_Repository\1427805951928.png,148.8994972222222,137.48337222222221,145.31848333333335
Q:\Meme_Repository\1427848785271.jpg,174.14190859092176,130.52371379838485,134.03562726260094
Q:\Meme_Repository\1427922889246.jpg,88.61427923770664,130.75027930247242,122.31326403393727
Q:\Meme_Repository\1427923287011.jpg,108.86628110161443,133.73871225071224,142.5766799620133
Q:\Meme_Repository\1427923821364.jpg,115.40359589041095,133.50812404870624,132.55289573820394
Q:\Meme_Repository\1427924164957.jpg,193.470256,124.20506488888888,121.90228622222222
Q:\Meme_Repository\1427936182781.jpg,107.60412700930625,126.97721288071067,126.70070854483926
Q:\Meme_Repository\1427936283732.jpg,68.190016,128.178064,130.022216
Q:\Meme_Repository\1427936735970.jpg,231.30952116194942,127.92871017273563,129.72372707721644
Q:\Meme_Repository\1427936949393.jpg,101.24193808941669,133.43737556758646,133.07216643381068
Q:\Meme_Repository\1427937118436.jpg,218.23846543001687,129.02012963743675,130.37464534148398
Q:\Meme_Repository\1427937520318.jpg,193.27494421487603,130.20966787190082,129.36032954545453
Q:\Meme_Repository\1427939388579.png,99.74310822898032,150.0714333631485,120.93746645796064
Q:\Meme_Repository\1427939666804.jpg,170.75571094450854,156.84716348413002,140.3422615233457
Q:\Meme_Repository\1427939856112.jpg,230.60458922558922,128.3732548821549,130.22999158249158
Q:\Meme_Repository\1427940071806.jpg,175.18896294426764,129.92779201076098,129.73248696824297
Q:\Meme_Repository\1427942278605.jpg,170.9770876939464,128.49931192318866,124.71811476264608
Q:\Meme_Repository\1428095816460.jpg,232.96022784698877,128.10630479203743,127.8271922307912
Q:\Meme_Repository\1428097447682.jpg,128.07293575655115,133.75402789518174,134.05364666103128
Q:\Meme_Repository\1428098588113.jpg,90.37069841269842,128.90786111111112,128.72335317460318
Q:\Meme_Repository\1428184012101.jpg,112.52056849315069,130.61378767123287,133.92853424657534
Q:\Meme_Repository\1428185225929.jpg,96.37283640064213,126.58569759775256,133.26836085311317
Q:\Meme_Repository\1428299353077.png,210.78471373402974,127.62681493860495,124.24357218435625
Q:\Meme_Repository\1428299424151.jpg,157.57199132841365,148.61675967515086,149.94091051656696
Q:\Meme_Repository\1428299424151.png,157.6431630380536,148.70167060202036,149.98084991803813
Q:\Meme_Repository\1428543794439.jpg,71.91665940260344,120.1903489655974,133.27085367271036
Q:\Meme_Repository\1428543810463.jpg,195.85537125748502,131.5171497005988,141.82450299401197
Q:\Meme_Repository\1428543815282.jpg,153.76434274193548,140.50916532258066,150.5360685483871
Q:\Meme_Repository\1428543826435.jpg,137.80226086956523,129.30210794602698,129.1936131934033
Q:\Meme_Repository\1428543842864.jpg,146.9383537181996,130.1707705479452,137.9124217221135
Q:\Meme_Repository\1428543874960.jpg,74.65023541666666,130.12051614583334,129.90019739583335
Q:\Meme_Repository\1428543890583.jpg,125.96154224270353,121.56103840245775,148.6000184331797
Q:\Meme_Repository\1428543908435.png,101.8099789446031,130.3456677773096,135.93398274731962
Q:\Meme_Repository\1428543939573.jpg,64.21306598474713,128.3665538013627,132.67151468836616
Q:\Meme_Repository\1428544260375.jpg,120.91412671407063,124.59258111317952,132.51712036132812
Q:\Meme_Repository\1428544529398.jpg,127.16319466666667,141.08816,137.052416
Q:\Meme_Repository\1428544544614.jpg,116.7617090545318,158.92675840554767,144.00065767756664
Q:\Meme_Repository\1428545697719.jpg,172.09388531879745,138.3927019729708,151.71860240016883
Q:\Meme_Repository\1428618695369.png,129.3027689878979,137.47870963336243,154.32278045630608
Q:\Meme_Repository\1428620795718.jpg,43.678416532018026,130.0497966513759,129.59431699374196
Q:\Meme_Repository\1428622330927.jpg,70.55749060150376,135.65383458646616,133.77980263157895
Q:\Meme_Repository\1428625618467.jpg,96.10882860725309,137.44530285493826,148.6942505787037
Q:\Meme_Repository\1428626210025.jpg,152.50838666666667,130.76102333333333,132.43814333333333
Q:\Meme_Repository\1428698274588.jpg,100.08533125,134.30741458333333,123.63803958333334
Q:\Meme_Repository\1428809026237.jpg,243.6918082962963,128.22092296296296,128.22411614814814
Q:\Meme_Repository\1428809059796.jpg,82.69361294754597,132.20112022526934,128.83699600065296
Q:\Meme_Repository\1428845264533.jpg,202.81039244186047,127.99542151162791,128.00551518087855
Q:\Meme_Repository\1428845435934.jpg,108.32496533333334,133.083904,128.56514933333332
Q:\Meme_Repository\1428846635327.png,202.47144767197986,112.8904572147651,148.7210308305369
Q:\Meme_Repository\1429186899661.jpg,108.502325,119.92778125,139.0092375
Q:\Meme_Repository\1429240027554.jpg,76.89469606114051,138.77458553791888,135.67974250440918
Q:\Meme_Repository\1429240195683.jpg,135.5517169889555,139.61935994571976,139.78651664216517
Q:\Meme_Repository\1429241368142.jpg,127.33909428359317,130.52523756495916,134.1787156644395
Q:\Meme_Repository\1429241426520.jpg,113.62045755395684,115.14014100719425,158.32145323741008
Q:\Meme_Repository\1429241754455.png,149.5177006802721,128.34792380952382,132.0601142857143
Q:\Meme_Repository\1429243489137.png,90.32971639160391,144.5307162313732,152.0977407466752
Q:\Meme_Repository\1429243730466.jpg,156.17213991769546,137.2333487654321,129.5174279835391
Q:\Meme_Repository\1429243917741.jpg,126.6412692397388,144.3264546408582,145.13441289645522
Q:\Meme_Repository\1429392781040.jpg,186.07371323529412,135.95763076537432,137.73203333890373
Q:\Meme_Repository\1429393892299.jpg,176.5648854282536,129.338723025584,129.26640044493882
Q:\Meme_Repository\1429405345567.jpg,218.10378696933319,129.75117319655135,119.51227510031497
Q:\Meme_Repository\1429405560044.jpg,218.23680059602353,130.2334075881573,123.19946690810762
Q:\Meme_Repository\1429485740827.jpg,212.5399952064065,128.76004286036544,129.48310399278142
Q:\Meme_Repository\1429485960924.jpg,187.95712189156134,106.55795760293518,109.79042804728904
Q:\Meme_Repository\1429485986891.png,208.14654539385847,139.19571094793056,132.82369158878504
Q:\Meme_Repository\1429486126787.png,224.97961812896406,131.93353594080338,135.646350863284
Q:\Meme_Repository\1429486153902.png,49.63721021859635,127.68490895780778,126.3508742735363
Q:\Meme_Repository\1429486166657.jpg,144.95155092592591,131.06809606481482,126.17440972222222
Q:\Meme_Repository\1429486182650.jpg,218.67620138235654,128.43253036685616,136.9898409063024
Q:\Meme_Repository\1429486198355.jpg,145.78262661335577,128.3214172979798,145.55504699775534
Q:\Meme_Repository\1429486213316.jpg,159.3140576092555,134.46388525694363,155.6104639644994
Q:\Meme_Repository\1429486229553.jpg,225.36399058803212,128.13394784560919,141.09120542267507
Q:\Meme_Repository\1429486249703.jpg,138.9103020534025,119.07494568645315,130.33599644917888
Q:\Meme_Repository\1429486281768.jpg,142.19669660967836,126.66631894136965,129.64255771274026
Q:\Meme_Repository\1429486304180.jpg,128.492609283461,135.99071653898153,145.68833708877872
Q:\Meme_Repository\1429486321236.png,226.86200150322753,128.83152061779703,139.16383706192707
Q:\Meme_Repository\1429486329150.jpg,50.64744031221304,138.18487144168964,130.7993686868687
Q:\Meme_Repository\1429486380879.png,142.3625942513748,127.61306725626925,135.82530755711775
Q:\Meme_Repository\1429486467925.jpg,132.58479288732505,137.00962127519205,137.49780085138468
Q:\Meme_Repository\1429486562728.jpg,204.9764532744665,134.98362766740252,135.1226352393838
Q:\Meme_Repository\1429486682675.png,133.8658267428963,129.54506934612644,137.9646224288278
Q:\Meme_Repository\1429486758391.jpg,143.30457682291666,125.42672200520833,126.3644140625
Q:\Meme_Repository\1429486763420.jpg,169.3290061401828,127.76169156757786,131.35807914332003
Q:\Meme_Repository\1429486853753.jpg,147.05615584648493,130.0868887494022,137.69231826877092
Q:\Meme_Repository\1429487477564.png,247.0205611731969,126.83245537426691,136.2264187400817
Q:\Meme_Repository\1429487973447.jpg,83.67041741703113,129.5618600463082,131.8427997170054
Q:\Meme_Repository\1429488302513.jpg,138.89733333333334,128.3532962962963,136.81132222222223
Q:\Meme_Repository\1429488323380.jpg,223.02774144869215,128.73980549966464,139.42350771294434
Q:\Meme_Repository\1429488532290.jpg,123.81214909157157,134.97143874525912,125.08045015651138
Q:\Meme_Repository\1429489019067.jpg,239.53655362640632,126.9073306399002,136.9053609238552
Q:\Meme_Repository\1429489031346.jpg,134.82353788421412,124.22140777303727,155.15043131637134
Q:\Meme_Repository\1429489094772.jpg,102.97817357512953,130.05906735751296,124.62016099185789
Q:\Meme_Repository\1429489118273.jpg,211.31071354478817,128.0,128.0
Q:\Meme_Repository\1429490143063.png,131.305869297164,128.0,128.0
Q:\Meme_Repository\1429503159747.jpg,201.0716645979972,128.70390692248944,130.56091738293742
Q:\Meme_Repository\1429506271694.jpg,60.510082465277776,127.52421055169754,121.45559076003086
Q:\Meme_Repository\1429506877609.jpg,115.96940350532532,134.57801246643066,137.036474943161
Q:\Meme_Repository\1429507055791.jpg,116.43375069444444,125.54203541666666,123.71100138888889
Q:\Meme_Repository\1429507142929.jpg,141.71962668678978,133.49745728612996,125.06093599649469
Q:\Meme_Repository\1429507144132.jpg,34.42728790593251,132.0040323952286,121.16593660706187
Q:\Meme_Repository\1429507175942.jpg,90.28956475694444,122.8720107638889,118.77943489583333
Q:\Meme_Repository\1429507192511.jpg,52.50601909722222,136.16075260416667,111.50292274305555
Q:\Meme_Repository\1429507236450.jpg,115.83801591420512,138.43660366220843,131.61397306430655
Q:\Meme_Repository\1429507329562.jpg,56.156818576388886,155.76646460262344,125.01452883873456
Q:\Meme_Repository\1429507367008.jpg,69.54910555900165,128.88199098332876,128.59792383790455
Q:\Meme_Repository\1429507487494.jpg,116.3802517361111,128.78770013503086,126.66251639660494
Q:\Meme_Repository\1429507530701.jpg,38.54256119791667,133.10128862847222,140.11181206597223
Q:\Meme_Repository\1429507599876.jpg,67.51711414930556,128.97649479166665,125.57065798611112
Q:\Meme_Repository\1429507617259.jpg,66.60544140625,128.0217548828125,114.19974584960937
Q:\Meme_Repository\1429507723381.jpg,171.73526909722221,127.28883940972223,125.62308116319444
Q:\Meme_Repository\1429507764516.jpg,91.00027633101851,128.75152150848766,123.57342785493827
